AirportCode;AirportName;CountryCode;CountryName;LocalizedCountryName;CityCode;CityName;LocalizedCityName;StateCode;StateName;Rating;IfActive
ULD;Ulundi;ZA;South Africa;Güney Afrika;ULD;Ulundi;NULL;NULL;NULL;0;1
ULE;Sule;PG;Papua New Guinea;Papua Yeni Gine;ULE;Sule;NULL;NULL;NULL;0;1
ULG;Ulgit;MN;Mongolia;Moðolistan;ULG;Ulgit;NULL;NULL;NULL;0;1
ULH;Majeed Bin Abdulaziz;SA;Saudi Arabia;Suudi Arabistan;ULH;Al Ula;NULL;NULL;NULL;0;1
ULI;Ulithi;FM;Micronesia;Mikronezya;ULI;Ulithi;NULL;NULL;NULL;0;1
ULK;Lensk;RU;Russia;Rusya;ULK;Lensk;NULL;NULL;NULL;0;1
ULL;Mull;GB;United Kingdom;Ýngiltere;ULL;Mull;NULL;NULL;NULL;0;1
ULM;New Ulm;US;United States Of America;Amerika;ULM;New Ulm;NULL;MN;Minnesota;0;1
ULN;Buyant Uhaa;MN;Mongolia;Moðolistan;ULN;Ulaanbaatar;NULL;NULL;NULL;13;1
ULO;Ulaangom;MN;Mongolia;Moðolistan;ULO;Ulaangom;NULL;NULL;NULL;0;1
ULP;Quilpie;AU;Australia;Avustralya;ULP;Quilpie;NULL;QL;Queensland;0;1
ULQ;Farfan;CO;Colombia;Kolombiya;ULQ;Tulua;NULL;NULL;NULL;0;1
ULS;Mulatos;CO;Colombia;Kolombiya;ULS;Mulatos;NULL;NULL;NULL;0;1
ULU;Gulu;UG;Uganda;Uganda;ULU;Gulu;NULL;NULL;NULL;0;1
ULV;Baratayevka;RU;Russia;Rusya;ULY;Ulyanovsk;NULL;NULL;NULL;0;1
ULX;Ulusaba;ZA;South Africa;Güney Afrika;ULX;Ulusaba;NULL;NULL;NULL;0;1
ULY;Vostochny;RU;Russia;Rusya;ULY;Ulyanovsk;NULL;NULL;NULL;0;1
ULZ;Uliastai;MN;Mongolia;Moðolistan;ULZ;Uliastai;NULL;NULL;NULL;0;1
UMA;Punta De Maisi;CU;Cuba;Küba;UMA;Punta De Maisi;NULL;NULL;NULL;0;1
UMB;North Shore;US;United States Of America;Amerika;UMB;Umnak Island;NULL;AK;Alaska;0;1
UMC;Umba;PG;Papua New Guinea;Papua Yeni Gine;UMC;Umba;NULL;NULL;NULL;0;1
UMD;Uummannaq;GL;Greenland;Grönland;UMD;Uummannaq;NULL;NULL;NULL;0;1
UME;Umea;SE;Sweden;Ýsveç;UME;Umea;NULL;NULL;NULL;4;1
UMI;Quincemil;PE;Peru;Peru;UMI;Quincemil;NULL;NULL;NULL;0;1
UMM;Summit;US;United States Of America;Amerika;UMM;Summit;NULL;AK;Alaska;0;1
UMR;Woomera;AU;Australia;Avustralya;UMR;Woomera;NULL;SA;South Australia;0;1
UMT;Umiat;US;United States Of America;Amerika;UMT;Umiat;NULL;AK;Alaska;0;1
UMU;Ernesto Geisel;BR;Brazil;Brezilya;UMU;Umuarama;NULL;PR;Parana;0;1
UMY;Sumy;UA;Ukraine;Ukrayna;UMY;Sumy;NULL;NULL;NULL;0;1
UNA;Una;BR;Brazil;Brezilya;UNA;Ilha Comandatuba/Una;NULL;BA;Bahia;0;1
UNC;Unguia;CO;Colombia;Kolombiya;UNC;Unguia;NULL;NULL;NULL;0;1
UND;Kunduz;AF;Afghanistan;Afganistan;UND;Kunduz;NULL;NULL;NULL;0;1
UNE;Qacha's Nek;LS;Lesotho;Lesotho;UNE;Qacha's Nek;NULL;NULL;NULL;0;1
UNG;Kiunga;PG;Papua New Guinea;Papua Yeni Gine;UNG;Kiunga;NULL;NULL;NULL;0;1
UNI;Union Island;VC;St. Vincent;St. Vincent;UNI;Union Island;NULL;NULL;NULL;0;1
UNK;Unalakleet;US;United States Of America;Amerika;UNK;Unalakleet;NULL;AK;Alaska;0;1
UNN;Ranong;TH;Thailand;Tayland;UNN;Ranong;NULL;NULL;NULL;0;1
UNR;Underkhaan;MN;Mongolia;Moðolistan;UNR;Underkhaan;NULL;NULL;NULL;0;1
UNS;Umnak;US;United States Of America;Amerika;UMB;Umnak Island;NULL;AK;Alaska;0;1
UNT;Baltasound;GB;United Kingdom;Ýngiltere;UNT;Unst;NULL;NULL;NULL;0;1
UNU;Dodge County;US;United States Of America;Amerika;UNU;Juneau;NULL;WI;Wisconsin;0;1
UOL;Buol;ID;Indonesia;Endonezya;UOL;Buol;NULL;NULL;NULL;0;1
UON;Muong Sai;LA;Lao People's Dem Republic;Lao People's Dem Republic;UON;Muong Sai;NULL;NULL;NULL;0;1
UOS;Franklin County;US;United States Of America;Amerika;UOS;Sewanee;NULL;TN;Tennessee;0;1
UOX;University Oxford;US;United States Of America;Amerika;UOX;Oxford;NULL;MS;Mississipi;0;1
UPA;Punta Alegre;CU;Cuba;Küba;UPA;Punta Alegre;NULL;NULL;NULL;0;1
UPC;Puerto La Cruz;ES;Spain;Ýspanya;UPC;Puerto De La Cruz;NULL;NULL;NULL;0;1
UPF;Pforzheim;DE;Germany;Almanya;UPF;Pforzheim;NULL;NULL;NULL;0;1
UPG;Hasanudin;ID;Indonesia;Endonezya;UPG;Ujung Pandang;NULL;NULL;NULL;0;1
UPL;Upala;CR;Costa Rica;Kosta Rika;UPL;Upala;NULL;NULL;NULL;0;1
UPN;Uruapan;MX;Mexico;Meksika;UPN;Uruapan;NULL;NULL;NULL;0;1
UPP;Upolu Point;US;United States Of America;Amerika;UPP;Upolu Point;NULL;HI;Hawaii;0;1
UPR;Upiara;PG;Papua New Guinea;Papua Yeni Gine;UPR;Upiara;NULL;NULL;NULL;0;1
UPV;Upavon;GB;United Kingdom;Ýngiltere;UPV;Upavon;NULL;NULL;NULL;0;1
UQE;Queen;US;United States Of America;Amerika;UQE;Queen;NULL;AK;Alaska;0;1
URA;Uralsk;KZ;Kazakhstan;Kazakistan;URA;Uralsk;NULL;NULL;NULL;0;1
URB;East Pochler;BR;Brazil;Brezilya;URB;Urubupunga;NULL;SP;Sao Paulo;0;1
URC;Urumqi;CN;China -Excl Hong Kong Sar-;Çin;URC;Urumqi;NULL;NULL;NULL;27;1
URD;Burg Feuerstein;DE;Germany;Almanya;URD;Burg Feuerstein;NULL;NULL;NULL;0;1
URE;Kuressaare;EE;Estonia;Estonya;URE;Kuressaare;NULL;NULL;NULL;0;1
URG;Ruben Berta;BR;Brazil;Brezilya;URG;Uruguaiana;NULL;RS;Rio Grande Do Sul;0;1
URI;Uribe;CO;Colombia;Kolombiya;URI;Uribe;NULL;NULL;NULL;0;1
URJ;Uray;RU;Russia;Rusya;URJ;Uray;NULL;NULL;NULL;0;1
URM;Uriman;VE;Venezuela;Venezuela;URM;Uriman;NULL;NULL;NULL;0;1
URN;Urgoon;AF;Afghanistan;Afganistan;URN;Urgoon;NULL;NULL;NULL;0;1
URO;Vallee De Seine;FR;France;Fransa;URO;Rouen;NULL;NULL;NULL;0;1
URR;Urrao;CO;Colombia;Kolombiya;URR;Urrao;NULL;NULL;NULL;0;1
URS;Vostochny;RU;Russia;Rusya;URS;Kursk;NULL;NULL;NULL;0;1
URT;Surat Thani;TH;Thailand;Tayland;URT;Surat Thani;NULL;NULL;NULL;0;1
URU;Uroubi;PG;Papua New Guinea;Papua Yeni Gine;URU;Uroubi;NULL;NULL;NULL;0;1
URY;Gurayat;SA;Saudi Arabia;Suudi Arabistan;URY;Gurayat;NULL;NULL;NULL;0;1
URZ;Uruzgan;AF;Afghanistan;Afganistan;URZ;Uruzgan;NULL;NULL;NULL;0;1
USH;Islas Malvinas;AR;Argentina;Arjantin;USH;Ushuaia;NULL;TF;Tierra Del Fuego;0;1
USI;Mabaruma;GY;Guyana;Guyana;USI;Mabaruma;NULL;NULL;NULL;0;1
USK;Usinsk;RU;Russia;Rusya;USK;Usinsk;NULL;NULL;NULL;0;1
USL;Useless Loop;AU;Australia;Avustralya;USL;Useless Loop;NULL;WA;Western Australia;0;1
USM;Koh Samui;TH;Thailand;Tayland;USM;Koh Samui;NULL;NULL;NULL;8;1
USN;Ulsan;KR;Korea Republic Of;Güney Kore ;USN;Ulsan;NULL;NULL;NULL;0;1
USO;Usino;PG;Papua New Guinea;Papua Yeni Gine;USO;Usino;NULL;NULL;NULL;0;1
USQ;Usak;TR;Turkey;Türkiye;USQ;Usak;Uþak;NULL;NULL;259;1
USS;Sancti Spiritus;CU;Cuba;Küba;USS;Sancti Spiritus;NULL;NULL;NULL;1;1
UST;Saint Augustine;US;United States Of America;Amerika;UST;Saint Augustine;NULL;FL;Florida;0;1
USU;Busuanga;PH;Philippines;Filipinler;USU;Busuanga;NULL;NULL;NULL;0;1
UTA;Mutare;ZW;Zimbabwe;Zimbabve;UTA;Mutare;NULL;NULL;NULL;0;1
UTB;Muttaburra;AU;Australia;Avustralya;UTB;Muttaburra;NULL;QL;Queensland;0;1
UTC;Soesterberg;NL;Netherlands;Hollanda;UTC;Utrecht;NULL;NULL;NULL;0;1
UTD;Nutwood Downs;AU;Australia;Avustralya;UTD;Nutwood Downs;NULL;NT;Northern Territory;0;1
UTE;Butterworth;ZA;South Africa;Güney Afrika;UTE;Butterworth;NULL;NULL;NULL;0;1
UTG;Quthing;LS;Lesotho;Lesotho;UTG;Quthing;NULL;NULL;NULL;0;1
UTH;Udon Thani;TH;Thailand;Tayland;UTH;Udon Thani;NULL;NULL;NULL;0;1
UTI;Utti;FI;Finland;Finlandiya;UTI;Utti;NULL;NULL;NULL;0;1
UTK;Utirik Island;MH;Marshall Islands;Marshall Adalarý;UTK;Utirik Island;NULL;NULL;NULL;0;1
UTL;Torremolinos;ES;Spain;Ýspanya;UTL;Torremolinos;NULL;NULL;NULL;0;1
UTM;Tunica Municipal;US;United States Of America;Amerika;UTM;Tunica;NULL;MS;Mississipi;0;1
UTN;Upington Mnpl;ZA;South Africa;Güney Afrika;UTN;Upington;NULL;NULL;NULL;0;1
UTO;Indian Mnt;US;United States Of America;Amerika;UTO;Utopia Creek;NULL;AK;Alaska;0;1
UTP;Utapao;TH;Thailand;Tayland;UTP;Utapao;NULL;NULL;NULL;0;1
UTR;Uttaradit;TH;Thailand;Tayland;UTR;Uttaradit;NULL;NULL;NULL;0;1
UTS;Ust-Tsilma;RU;Russia;Rusya;UTS;Ust-Tsilma;NULL;NULL;NULL;0;1
UTT;Umtata;ZA;South Africa;Güney Afrika;UTT;Umtata;NULL;NULL;NULL;0;1
UTU;Ustupo;PA;Panama;Panama;UTU;Ustupo;NULL;NULL;NULL;0;1
UTW;Queenstown;ZA;South Africa;Güney Afrika;UTW;Queenstown;NULL;NULL;NULL;0;1
UUA;Bugulma;RU;Russia;Rusya;UUA;Bugulma;NULL;NULL;NULL;0;1
UUD;Mukhino;RU;Russia;Rusya;UUD;Ulan Ude;NULL;NULL;NULL;0;1
UUK;Kuparuk;US;United States Of America;Amerika;UUK;Kuparuk;NULL;AK;Alaska;0;1
UUN;Baruun Urt;MN;Mongolia;Moðolistan;UUN;Baruun Urt;NULL;NULL;NULL;0;1
UUS;Yuzhno Sakhalinsk;RU;Russia;Rusya;UUS;Yuzhno Sakhalinsk;NULL;NULL;NULL;0;1
UUU;Manumu;PG;Papua New Guinea;Papua Yeni Gine;UUU;Manumu;NULL;NULL;NULL;0;1
UVA;Garner Fld;US;United States Of America;Amerika;UVA;Uvalde;NULL;TX;Texas;0;1
UVE;Ouvea;NC;New Caledonia;Yeni Kaledonya;UVE;Ouvea;NULL;NULL;NULL;0;1
UVF;Hewanorra;LC;St. Lucia;St. Lucia;SLU;Saint Lucia;NULL;NULL;NULL;0;1
UVL;Kharga;EG;Egypt;Mýsýr;UVL;Kharga;NULL;NULL;NULL;0;1
UVO;Uvol;PG;Papua New Guinea;Papua Yeni Gine;UVO;Uvol;NULL;NULL;NULL;0;1
UWA;Ware;US;United States Of America;Amerika;UWA;Ware;NULL;MA;Massachusetts;0;1
UYL;Nyala;SD;Sudan;Sudan;UYL;Nyala;NULL;NULL;NULL;0;1
UYN;Yulin;CN;China -Excl Hong Kong Sar-;Çin;UYN;Yulin;NULL;NULL;NULL;0;1
UYU;Uyuni;BO;Bolivia;Bolivya;UYU;Uyuni;NULL;NULL;NULL;0;1
UZC;Ponikve;RS;Serbia;Sýrbistan;UZC;Uzice;NULL;NULL;NULL;0;1
UZH;Unayzah;SA;Saudi Arabia;Suudi Arabistan;UZH;Unayzah;NULL;NULL;NULL;0;1
UZM;Hope Bay;CA;Canada;Kanada;UZM;Hope Bay;NULL;NU;Nunavut;0;1
UZU;Curuzu Cuatia;AR;Argentina;Arjantin;UZU;Curuzu Cuatia;NULL;CR;Corrientes;0;1
VAA;Vaasa;FI;Finland;Finlandiya;VAA;Vaasa;NULL;NULL;NULL;0;1
VAB;Yavarate;CO;Colombia;Kolombiya;VAB;Yavarate;NULL;NULL;NULL;0;1
VAC;Varrelbusch;DE;Germany;Almanya;VAC;Varrelbusch;NULL;NULL;NULL;0;1
VAD;Moody Afb;US;United States Of America;Amerika;VLD;Valdosta;NULL;GA;Georgia;14;1
VAF;Chabeuil;FR;France;Fransa;VAF;Valence;NULL;NULL;NULL;0;1
VAG;Maj Brig;BR;Brazil;Brezilya;VAG;Varginha;NULL;MG;Minas Gerais;0;1
VAH;Vallegrande;BO;Bolivia;Bolivya;VAH;Vallegrande;NULL;NULL;NULL;0;1
VAI;Vanimo;PG;Papua New Guinea;Papua Yeni Gine;VAI;Vanimo;NULL;NULL;NULL;0;1
VAK;Chevak;US;United States Of America;Amerika;VAK;Chevak;NULL;AK;Alaska;0;1
VAL;Valenca;BR;Brazil;Brezilya;VAL;Valenca;NULL;BA;Bahia;0;1
VAN;Ferit Melen;TR;Turkey;Türkiye;VAN;Van;Van;NULL;NULL;28562;1
VAO;Suavanao Airstrip;SB;Solomon Islands;Solomon Adalarý;VAO;Suavanao;NULL;NULL;NULL;0;1
VAP;Valparaiso;CL;Chile;Þili;VAP;Valparaiso;NULL;NULL;NULL;0;1
VAR;Varna;BG;Bulgaria;Bulgaristan;VAR;Varna;NULL;NULL;NULL;7;1
VAS;Sivas;TR;Turkey;Türkiye;VAS;Sivas;Sivas;NULL;NULL;5648;1
VAT;Vatomandry;MG;Madagascar Island;Madagaskar Adasý;VAT;Vatomandry;NULL;NULL;NULL;2;1
VAU;Vatukoula;FJ;Fiji;Fiji;VAU;Vatukoula;NULL;NULL;NULL;0;1
VAV;Lupepau'u;TO;Tonga;Tonga;VAV;Vava'u;NULL;NULL;NULL;1;1
VAW;Svartnes;NO;Norway;Norveç;VAW;Vardo;NULL;NULL;NULL;0;1
VAZ;Val-D'isere;FR;France;Fransa;VAZ;Val-D'isere;NULL;NULL;NULL;0;1
VBG;Vandenberg Afb;US;United States Of America;Amerika;LPC;Lompoc;NULL;CA;California;0;1
VBM;Blue Mountain;US;United States Of America;Amerika;VBM;Blue Mountain;NULL;AK;Alaska;0;1
VBS;Brescia Montechiari;IT;Italy;italya;VRN;Verona;NULL;NULL;NULL;4;1
VBV;Vanuabalavu;FJ;Fiji;Fiji;VBV;Vanuabalavu;NULL;NULL;NULL;0;1
VBY;Visby;SE;Sweden;Ýsveç;VBY;Visby;NULL;NULL;NULL;0;1
VCA;Can Tho;VN;Vietnam;Vietnam;VCA;Can Tho;NULL;NULL;NULL;0;1
VCB;View Cove;US;United States Of America;Amerika;VCB;View Cove;NULL;AK;Alaska;0;1
VCC;Limbe;CM;Cameroon-Republic Of;Kamerun;VCC;Limbe;NULL;NULL;NULL;0;1
VCD;Victoria River Do;AU;Australia;Avustralya;VCD;Victoria River Do;NULL;NT;Northern Territory;0;1
VCE;Marco Polo;IT;Italy;italya;VCE;Venice;Venedik;NULL;NULL;230;1
VCF;Valcheta;AR;Argentina;Arjantin;VCF;Valcheta;NULL;RN;Rio Negro;0;1
VCH;Vichadero;UY;Uruguay;Uruguay;VCH;Vichadero;NULL;NULL;NULL;0;1
VCL;Chulai;VN;Vietnam;Vietnam;TMK;Tamky;NULL;NULL;NULL;0;1
VCP;Viracopos;BR;Brazil;Brezilya;SAO;Sao Paulo;NULL;SP;Sao Paulo;5;1
VCR;Carora;VE;Venezuela;Venezuela;VCR;Carora;NULL;NULL;NULL;0;1
VCS;Coong;VN;Vietnam;Vietnam;VCS;Con Dao;NULL;NULL;NULL;0;1
VCT;County Foster;US;United States Of America;Amerika;VCT;Victoria;NULL;TX;Texas;0;1
VCV;George Afb;US;United States Of America;Amerika;VCV;Victorville;NULL;CA;California;0;1
VDA;Ovda;IL;Israel;Ýsrail;ETH;Eilat;NULL;NULL;NULL;0;1
VDB;Leirin;NO;Norway;Norveç;VDB;Fagernes;NULL;NULL;NULL;0;1
VDC;Vitoria Da Conquista;BR;Brazil;Brezilya;VDC;Vitoria Da Conquista;NULL;BA;Bahia;0;1
VDD;Danubepier Hov;AT;Austria;Avusturya;VIE;Vienna;Viyana;NULL;NULL;1071;1
VDE;El Hierro;ES;Spain;Ýspanya;VDE;Valverde;NULL;NULL;NULL;0;1
VDH;Dong Hoi;VN;Vietnam;Vietnam;VDH;Dong Hoi;NULL;NULL;NULL;0;1
VDI;Vidalia Mnpl;US;United States Of America;Amerika;VDI;Vidalia;NULL;GA;Georgia;0;1
VDM;Viedma;AR;Argentina;Arjantin;VDM;Viedma;NULL;RN;Rio Negro;0;1
VDP;Valle De Pascua;VE;Venezuela;Venezuela;VDP;Valle De Pascua;NULL;NULL;NULL;0;1
VDR;Villa Dolores;AR;Argentina;Arjantin;VDR;Villa Dolores;NULL;CD;Cordoba;0;1
VDS;Vadso;NO;Norway;Norveç;VDS;Vadso;NULL;NULL;NULL;0;1
VDU;Tom O'connor;US;United States Of America;Amerika;RFG;Refugio;NULL;TX;Texas;0;1
VDY;Jindal Vidyanagar;IN;India;Hindistan;VDY;Vidyanagar;Vidyanagar;NULL;NULL;0;1
VDZ;Valdez Mnpl;US;United States Of America;Amerika;VDZ;Valdez;NULL;AK;Alaska;0;1
VEE;Venetie;US;United States Of America;Amerika;VEE;Venetie;NULL;AK;Alaska;0;1
VEG;Maikwak;GY;Guyana;Guyana;VEG;Maikwak;NULL;NULL;NULL;0;1
VEJ;Vejle;DK;Denmark;Danimarka;VEJ;Vejle;NULL;NULL;NULL;0;1
VEL;Vernal;US;United States Of America;Amerika;VEL;Vernal;NULL;UT;Utah;0;1
VER;Heriberto Jara;MX;Mexico;Meksika;VER;Veracruz;NULL;NULL;NULL;0;1
VEV;Barakoma;SB;Solomon Islands;Solomon Adalarý;VEV;Barakoma;NULL;NULL;NULL;0;1
VEX;Tioga Mnpl;US;United States Of America;Amerika;VEX;Tioga;NULL;ND;North Dakota;0;1
VEY;Vestmannaeyjar;IS;Iceland;Ýzlanda;VEY;Vestmannaeyjar;NULL;NULL;NULL;0;1
VFA;Victoria Falls;ZW;Zimbabwe;Zimbabve;VFA;Victoria Falls;NULL;NULL;NULL;0;1
VGA;Vijayawada;IN;India;Hindistan;VGA;Vijayawada;Vijayawada;NULL;NULL;0;1
VGD;Vologda;RU;Russia;Rusya;VGD;Vologda;NULL;NULL;NULL;0;1
VGG;Vangrieng;LA;Lao People's Dem Republic;Lao People's Dem Republic;VGG;Vangrieng;NULL;NULL;NULL;0;1
VGO;Vigo;ES;Spain;Ýspanya;VGO;Vigo;NULL;NULL;NULL;1;1
VGS;General Villegas;AR;Argentina;Arjantin;VGS;General Villegas;NULL;BA;Buenos Aires;0;1
VGT;North Air Term;US;United States Of America;Amerika;LAS;Las Vegas;NULL;NV;Nevada;41;1
VGZ;Villagarzon;CO;Colombia;Kolombiya;VGZ;Villagarzon;NULL;NULL;NULL;3;1
VHC;Saurimo;AO;Angola;Angola;VHC;Saurimo;NULL;NULL;NULL;0;1
VHM;Vilhelmina;SE;Sweden;Ýsveç;VHM;Vilhelmina;NULL;NULL;NULL;0;1
VHN;Culberson Cnty;US;United States Of America;Amerika;VHN;Van Horn;NULL;TX;Texas;0;1
VHY;Charmeil;FR;France;Fransa;VHY;Vichy;NULL;NULL;NULL;0;1
VHZ;Vahitahi;PF;French Polynesia;Fransýz Polinezyasý;VHZ;Vahitahi;NULL;NULL;NULL;0;1
VIA;Videira;BR;Brazil;Brezilya;VIA;Videira;NULL;SC;Santa Catarina;2;1
VIB;Villa Constitucion;MX;Mexico;Meksika;VIB;Villa Constitucion;NULL;NULL;NULL;0;1
VIC;Vicenza;IT;Italy;italya;VIC;Vicenza;NULL;NULL;NULL;0;1
VID;Vidin;BG;Bulgaria;Bulgaristan;VID;Vidin;NULL;NULL;NULL;0;1
VIE;Vienna Intl;AT;Austria;Avusturya;VIE;Vienna;Viyana;NULL;NULL;1071;1
VIF;Vieste;IT;Italy;italya;VIF;Vieste;NULL;NULL;NULL;0;1
VIG;El Vigia;VE;Venezuela;Venezuela;VIG;El Vigia;NULL;NULL;NULL;0;1
VIH;Rolla National;US;United States Of America;Amerika;VIH;Vichy;NULL;MO;Missouri;0;1
VII;Vinh City;VN;Vietnam;Vietnam;VII;Vinh City;NULL;NULL;NULL;0;1
VIJ;Virgin Gorda;VG;Virgin Islands-British;Virgin Adalarý;VIJ;Virgin Gorda;NULL;NULL;NULL;0;1
VIK;Airstrip;US;United States Of America;Amerika;VIK;Kavik;NULL;AK;Alaska;0;1
VIL;Dakhla;MA;Morocco;Fas;VIL;Dakhla;NULL;NULL;NULL;0;1
VIN;Gavryshivka Intl;UA;Ukraine;Ukrayna;VIN;Vinnytsia;NULL;NULL;NULL;0;1
VIQ;Viqueque;TL;Timor Leste;Doðu Timor;VIQ;Viqueque;NULL;NULL;NULL;0;1
VIR;Virginia;ZA;South Africa;Güney Afrika;DUR;Durban;NULL;NULL;NULL;18;1
VIS;Visalia;US;United States Of America;Amerika;VIS;Visalia;NULL;CA;California;4;1
VIT;Vitoria;ES;Spain;Ýspanya;VIT;Vitoria;NULL;NULL;NULL;0;1
VIU;Viru Harbour;SB;Solomon Islands;Solomon Adalarý;VIU;Viru;NULL;NULL;NULL;0;1
VIV;Vivigani;PG;Papua New Guinea;Papua Yeni Gine;VIV;Vivigani;NULL;NULL;NULL;0;1
VIX;Eurico Sales;BR;Brazil;Brezilya;VIX;Vitoria;NULL;ES;Espirito Santo;0;1
VIY;Villacoublay Velizy;FR;France;Fransa;PAR;Paris;NULL;NULL;NULL;43;1
VJB;Xai Xai;MZ;Mozambique;Mozambik;VJB;Xai Xai;NULL;NULL;NULL;0;1
VJI;Virginia Highla;US;United States Of America;Amerika;VJI;Abingdon;NULL;VA;Virginia;0;1
VJQ;Gurue;MZ;Mozambique;Mozambik;VJQ;Gurue;NULL;NULL;NULL;0;1
VKB;Merano Italy;IT;Italy;italya;VKB;Merano Italy;NULL;NULL;NULL;0;1
VKG;Rach Gia;VN;Vietnam;Vietnam;VKG;Rach Gia;NULL;NULL;NULL;0;1
VKO;Vnukovo Intl;RU;Russia;Rusya;MOW;Moscow;Moskova;NULL;NULL;29;1
VKS;Vicksburg;US;United States Of America;Amerika;VKS;Vicksburg;NULL;MS;Mississipi;0;1
VKT;Vorkuta;RU;Russia;Rusya;VKT;Vorkuta;NULL;NULL;NULL;0;1
VKW;West Kavik;US;United States Of America;Amerika;VKW;West Kavik;NULL;AK;Alaska;0;1
VLA;Vandalia;US;United States Of America;Amerika;VLA;Vandalia;NULL;IL;Illinois;0;1
VLC;Valencia;ES;Spain;Ýspanya;VLC;Valencia;NULL;NULL;NULL;58;1
VLD;Regional;US;United States Of America;Amerika;VLD;Valdosta;NULL;GA;Georgia;0;1
VLE;J T Robidoux;US;United States Of America;Amerika;VLE;Valle;NULL;AZ;Arizona;0;1
VLF;Newcastle Under Lyme;GB;United Kingdom;Ýngiltere;VLF;Newcastle Under Lyme;NULL;NULL;NULL;0;1
VLG;Villa Gesell;AR;Argentina;Arjantin;VLG;Villa Gesell;NULL;BA;Buenos Aires;0;1
VLI;Bauerfield;VU;Vanuatu;Vanuatu;VLI;Port Vila;NULL;NULL;NULL;0;1
VLK;Volgodonsk;RU;Russia;Rusya;VLK;Volgodonsk;NULL;NULL;NULL;0;1
VLL;Airport;ES;Spain;Ýspanya;VLL;Valladolid;NULL;NULL;NULL;0;1
VLM;Villamontes;BO;Bolivia;Bolivya;VLM;Villamontes;NULL;NULL;NULL;0;1
VLN;Valencia;VE;Venezuela;Venezuela;VLN;Valencia;NULL;NULL;NULL;0;1
VLO;Stolport;US;United States Of America;Amerika;VLO;Vallejo;NULL;CA;California;0;1
VLP;Mncpl;BR;Brazil;Brezilya;VLP;Vila Rica;NULL;MT;Mato Grosso;0;1
VLR;Vallenar;CL;Chile;Þili;VLR;Vallenar;NULL;NULL;NULL;0;1
VLS;Valesdir;VU;Vanuatu;Vanuatu;VLS;Valesdir;NULL;NULL;NULL;0;1
VLU;Velikiye Luki;RU;Russia;Rusya;VLU;Velikiye Luki;NULL;NULL;NULL;0;1
VLV;Carvajal;VE;Venezuela;Venezuela;VLV;Valera;NULL;NULL;NULL;0;1
VLY;Valley;GB;United Kingdom;Ýngiltere;VLY;Anglesey;NULL;NULL;NULL;0;1
VME;Villa Mercedes;AR;Argentina;Arjantin;VME;Villa Mercedes;NULL;SL;San Luis;0;1
VMI;Vallemi;PY;Paraguay;Paraguay;VMI;Vallemi;NULL;NULL;NULL;0;1
VMU;Baimuru;PG;Papua New Guinea;Papua Yeni Gine;VMU;Baimuru;NULL;NULL;NULL;0;1
VNA;Saravane;LA;Lao People's Dem Republic;Lao People's Dem Republic;VNA;Saravane;NULL;NULL;NULL;0;1
VNC;Venice;US;United States Of America;Amerika;VNC;Venice;NULL;FL;Florida;0;1
VND;Vangaindrano;MG;Madagascar Island;Madagaskar Adasý;VND;Vangaindrano;NULL;NULL;NULL;0;1
VNE;Meucon;FR;France;Fransa;VNE;Vannes;NULL;NULL;NULL;0;1
VNG;Viengxay;LA;Lao People's Dem Republic;Lao People's Dem Republic;VNG;Viengxay;NULL;NULL;NULL;0;1
VNO;Vilnius Intl;LT;Lithuania;Litvanya;VNO;Vilnius;NULL;NULL;NULL;71;1
VNR;Vanrook;AU;Australia;Avustralya;VNR;Vanrook;NULL;QL;Queensland;0;1
VNS;Lal Bahadur Shastri;IN;India;Hindistan;VNS;Varanasi;Varanasi;NULL;NULL;2;1
VNT;Ventspils;LV;Latvia;Letonya;VNT;Ventspils;NULL;NULL;NULL;0;1
VNX;Vilanculos;MZ;Mozambique;Mozambik;VNX;Vilanculos;NULL;NULL;NULL;0;1
VNY;Van Nuys;US;United States Of America;Amerika;LAX;Los Angeles;NULL;CA;California;346;1
VOG;Gumrak;RU;Russia;Rusya;VOG;Volgograd;NULL;NULL;NULL;8;1
VOH;Vohimarina;MG;Madagascar Island;Madagaskar Adasý;VOH;Vohimarina;NULL;NULL;NULL;0;1
VOI;Tenebu;LR;Liberia;Liberya;VOI;Voinjama;NULL;NULL;NULL;0;1
VOK;Volk Field;US;United States Of America;Amerika;VOK;Camp Douglas;NULL;WI;Wisconsin;0;1
VOL;Nea Anchialos;GR;Greece;Yunanistan;VOL;Volos;NULL;NULL;NULL;2;1
VOT;Votuporanga;BR;Brazil;Brezilya;VOT;Votuporanga;NULL;SP;Sao Paulo;0;1
VOZ;Chertovitskoye;RU;Russia;Rusya;VOZ;Voronezh;NULL;NULL;NULL;4;1
VPE;Ondjiva;AO;Angola;Angola;VPE;Ondjiva;NULL;NULL;NULL;0;1
VPN;Vopnafjordur;IS;Iceland;Ýzlanda;VPN;Vopnafjordur;NULL;NULL;NULL;0;1
VPS;Fort Walton Beach;US;United States Of America;Amerika;VPS;Valparaiso;NULL;FL;Florida;0;1
VPY;Chimoio;MZ;Mozambique;Mozambik;VPY;Chimoio;NULL;NULL;NULL;0;1
VPZ;Porter County;US;United States Of America;Amerika;VPZ;Valparaiso;NULL;IN;Indiana;0;1
